0:736684399159351,736684400023397;736684400048369,736684464197413;736684464222074,736684467098339
1:736684399249562,736684400275881;736684400280921,736684468650815;736684468689998,736684470529514
2:736684399251805,736684400281292;736684400293249,736684464499427;736684464508123,736684467357628
3:736684399263505,736684400300980;736684400308859,736684467821433;736684467827176,736684469743084
4:736684399277233,736684400118160;736684400128741,736684468348178;736684468353980,736684470344908
5:736684399295382,736684400332397;736684400346906,736684455045739;736684455077415,736684461924527
6:736684399314777,736684400376351;736684400379990,736684465678386;736684465707468,736684468106573
7:736684399332488,736684400395775;736684400402857,736684468288557;736684468294036,736684470344006
8:736684399351160,736684400557931;736684400569965,736684449417840;736684449449004,736684454049762
9:736684399368957,736684400401652;736684400405584,736684455316393;736684455338355,736684462175799
10:736684399385547,736684400365997;736684400373828,736684449066170;736684449110256,736684453764362
11:736684399404294,736684400374090;736684400380972,736684464332238;736684464345540,736684467294676
