0:1255278899109838,1255278900400808;1255278900426950,1255280070203240;1255280070260852,1255280217675595
1:1255278899139177,1255278900387799;1255278900399129,1255280108542659;1255280108599645,1255280264829681
2:1255278899173559,1255278900403277;1255278900411303,1255280470403833;1255280470463496,1255280626057041
3:1255278899164857,1255278900174283;1255278900184289,1255281045766923;1255281045826232,1255281125278126
4:1255278899164851,1255278900174080;1255278900190061,1255281057819504;1255281057838410,1255281129714450
5:1255278899173563,1255278900401522;1255278900411224,1255280913465794;1255280913517906,1255281015432362
6:1255278899184496,1255278900257696;1255278900272033,1255281036308845;1255281036321408,1255281098669051
7:1255278899227423,1255278900474151;1255278900484961,1255281032082341;1255281032111752,1255281112892886
8:1255278899200488,1255278900424021;1255278900439733,1255281032135338;1255281032146266,1255281093476294
9:1255278899215003,1255278900445776;1255278900452133,1255279778195551;1255279778233480,1255279881736455
10:1255278899220677,1255278900494496;1255278900501967,1255280951373570;1255280951423814,1255281032204651
11:1255278899220371,1255278900490303;1255278900500857,1255281045782906;1255281045794484,1255281123541112
12:1255278899231440,1255278900490161;1255278900504402,1255281057799734;1255281057816742,1255281116803474
13:1255278899235019,1255278899914955;1255278899926517,1255280230665148;1255280230723275,1255280375857029
14:1255278899313302,1255278900327577;1255278900342451,1255280815948054;1255280816008181,1255280934378186
15:1255278899268878,1255278899941828;1255278899944936,1255280543803704;1255280543859251,1255280692471549
0:1255281129924687,1255281130051785;1255281130054762,1255281627095182;1255282386578760,1255282499948377
1:1255281129961610,1255281130148619;1255281130155410,1255282751941909;1255282751991207,1255282909408455
2:1255281129981181,1255281130159294;1255281130161974,1255283143932247;1255283143991974,1255283270630094
3:1255281129998665,1255281130174420;1255281130177176,1255283291208279;1255283291261668,1255283381149220
4:1255281130016148,1255281130332238;1255281130432737,1255282875893703;1255282875955370,1255283042408701
5:1255281130061937,1255281130424358;1255281130436288,1255282823090586;1255282823136931,1255282989197574
6:1255281130066849,1255281130441180;1255281130452908,1255283295772590;1255283295822144,1255283365399680
7:1255281130077706,1255281130704280;1255281130717837,1255283150338611;1255283150398240,1255283298325303
8:1255281130124838,1255281130779205;1255281130783198,1255283406124230;1255283406161271,1255283448219312
9:1255281130169693,1255281130644705;1255281130675483,1255283000008343;1255283000050795,1255283151715947
10:1255281408562860,1255281408991683;1255281409014277,1255283420782823;1255283420793131,1255283466851139
11:1255281345871787,1255281346365392;1255281346395493,1255283420831424;1255283420844436,1255283461254167
12:1255281130463268,1255281130856500;1255281130863475,1255283000008317;1255283000049929,1255283155875780
13:1255281407414831,1255281407853957;1255281407962029,1255283188607190;1255283188653474,1255283295968272
14:1255281130809059,1255281131158052;1255281131168605,1255283398501359;1255283398509436,1255283437143464
15:1255281407414773,1255281407823146;1255281407851146,1255283462258053;1255283462264544,1255283486818516
0:1255283486992382,1255283487108811;1255283487151242,1255283982947622;1255284191285930,1255284330721584
1:1255283487170537,1255283487449311;1255283487457559,1255285993865058;1255285993913479,1255286070090636
2:1255283487201239,1255283487519669;1255283487528055,1255286144745943;1255286144753468,1255286194047818
3:1255283487227610,1255283487566116;1255283487599868,1255286144693876;1255286144723566,1255286207308125
4:1255283487262339,1255283487682383;1255283487690753,1255285638897254;1255285638960513,1255285786844415
5:1255283487294154,1255283487780111;1255283487789835,1255284942533490;1255284942584254,1255285096733582
6:1255283487329721,1255283487748844;1255283487759678,1255285612864456;1255285612927060,1255285772935087
7:1255283487382251,1255283487965931;1255283487977572,1255285610370604;1255285610430951,1255285770397953
8:1255283487415841,1255283487872305;1255283487882579,1255286075803987;1255286075819738,1255286130601163
9:1255283487455449,1255283487957647;1255283488003404,1255286136831386;1255286136846072,1255286204560355
10:1255283487485882,1255283488109993;1255283488123192,1255285951632150;1255285951682981,1255286070476840
11:1255283487717495,1255283488124962;1255283488129764,1255286118965321;1255286118983618,1255286174835519
12:1255283502712179,1255283503165243;1255283503186708,1255285747009498;1255285747079165,1255285901948093
13:1255283712135386,1255283712709338;1255283712847336,1255286079726712;1255286079747147,1255286130635583
14:1255283758081238,1255283758525191;1255283758551380,1255286104217094;1255286104240060,1255286153236618
15:1255283758081297,1255283758555629;1255283758565936,1255286136881927;1255286136890895,1255286189086637
