0:727473870034423,727473870300412;727474064687197,727474065467092;727474088945371,727474090055371
1:727473870302989,727473870567259;727474066248064,727474067028428;727474090058427,727474091168218
2:727473870569076,727473870833867;727474067815110,727474068595735;727474091170778,727474092278225
3:727473870836042,727473871100104;727474069384460,727474070165189;727474092283261,727474093392375
4:727473871102308,727473871367151;727474070955052,727474071734479;727474093395529,727474094505268
5:727473871369013,727473871634117;727474072517460,727474073298553;727474094508106,727474095617116
6:727473871636316,727473871901107;727474074079895,727474074860051;727474095620364,727474096729426
7:727473871903099,727473872167474;727474075650411,727474076429213;727474096732805,727474097842648
8:727473872169585,727473872433491;727474077210368,727474077991045;727474097845144,727474098954935
9:727473872435707,727473872700238;727474078773325,727474079552647;727474098957603,727474100067134
10:727473872702277,727473872966235;727474080334394,727474081114550;727474100070001,727474101178959
11:727473872968191,727473873231993;727474081895935,727474082675518;727474101182380,727474102291650
12:727473873234066,727473873498128;727474083457089,727474084236151;727474102294775,727474103404670
13:727473873499962,727473873763764;727474085020132,727474085801538;727474103407066,727474104516961
14:727473873765775,727473874030045;727474086582635,727474087362062;727474104519831,727474105628737
15:727473874031828,727473874296619;727474088143475,727474088923631;727474105632320,727474106742215
