0:1255243004605735,1255243006419704;1255243006454539,1255245569408025;1255245569418096,1255245662461372
1:1255243004640696,1255243006462720;1255243006470251,1255245638054346;1255245638068303,1255245703965986
2:1255243004683603,1255243006614325;1255243006621023,1255245376761819;1255245376813531,1255245544885579
3:1255243004683597,1255243006594296;1255243006610902,1255244553582578;1255244553648018,1255244881468042
4:1255243004683048,1255243006501417;1255243006520405,1255245594162398;1255245594174262,1255245676947239
5:1255243004695100,1255243006521578;1255243006532853,1255244620656384;1255244620722268,1255244923567085
6:1255243004726790,1255243006288311;1255243006302430,1255245350808772;1255245350850510,1255245505020093
7:1255243004707886,1255243005456855;1255243005459402,1255245570678331;1255245570691685,1255245660041738
0:1255245704065801,1255245704424623;1255245704433277,1255246408101808;1255246408143595,1255246668124086
1:1255245704130719,1255245704609268;1255245704630930,1255247808991971;1255247809088244,1255247994994201
2:1255245704144438,1255245704562477;1255245704573481,1255247207654194;1255247207692136,1255247501617945
3:1255245704170800,1255245704660316;1255245704670786,1255248080535918;1255248080592369,1255248180615097
4:1255245704191936,1255245704808816;1255245704834838,1255248047486685;1255248047494727,1255248192777598
5:1255245704214347,1255245704833628;1255245704841175,1255248094884629;1255248094901063,1255248190183525
6:1255245704237934,1255245705027343;1255245705061250,1255248047545209;1255248047561559,1255248145256738
7:1255245704264757,1255245705039573;1255245705049934,1255248047486656;1255248047494785,1255248192554300
0:1255248192953921,1255248193208774;1255248193211519,1255250579336496;1255250579465932,1255250832023700
1:1255248192991288,1255248193238631;1255248193240844,1255249281336007;1255249281376131,1255249592307126
2:1255248193015624,1255248193283052;1255248193286978,1255250955017810;1255250955049559,1255251070480989
3:1255248193037717,1255248193331397;1255248193333932,1255250879348285;1255250879386066,1255251013308414
4:1255248193089908,1255248193505992;1255248198787838,1255251067169985;1255251067214054,1255251155079040
5:1255248195070551,1255248195680549;1255248195700081,1255251100025788;1255251100037863,1255251188878787
6:1255248685648057,1255248686580278;1255248686673516,1255251088572145;1255251088581874,1255251180103396
7:1255248685648098,1255248686531116;1255248686674046,1255251097916815;1255251097934838,1255251188774239
