0:1155685415560194,1155685416087173;1155685750444941,1155685751987597;1155685752147539,1155685823121757
1:1155685823218961,1155685823742971;1155685930494417,1155685932033792;1155685932195656,1155686003170812
2:1155686003270556,1155686003795139;1155686110933344,1155686112475531;1155686112631401,1155686183608276
3:1155686183704353,1155686184228311;1155686291317873,1155686292859800;1155686293019085,1155686363989553
4:1155686364082846,1155686364607325;1155686471739857,1155686473281367;1155686473445850,1155686544396735
5:1155686544496402,1155686545020568;1155686651929097,1155686653471857;1155686653635798,1155686724598662
6:1155686724694178,1155686725218084;1155686832133362,1155686833676018;1155686833830697,1155686904803144
7:1155686904901877,1155686905425939;1155687012348538,1155687013891975;1155687014044184,1155687085014652
0:1155687122911500,1155687123435302;1155687230149343,1155687231689915;1155687231849378,1155687302823544
1:1155687302932885,1155687303456687;1155687410722142,1155687412263287;1155687412426482,1155687483392002
2:1155687483491139,1155687484014941;1155687591167257,1155687592709288;1155687592863632,1155687663817434
3:1155687663918855,1155687664452292;1155687771656049,1155687773197194;1155687773355245,1155687844326182
4:1155687844422014,1155687844945972;1155687952019188,1155687953562260;1155687953721992,1155688024679127
5:1155688024786017,1155688025310079;1155688132283320,1155688133824830;1155688133990028,1155688204964975
6:1155688205071587,1155688205596274;1155688312740264,1155688314281618;1155688314438585,1155688385390303
7:1155688385492069,1155688386016444;1155688491313342,1155688492853237;1155688493008479,1155688563957437
0:1155688599393740,1155688599918062;1155688706447031,1155688707989010;1155688708170065,1155688779131054
1:1155688779218314,1155688779742741;1155688886822701,1155688888364523;1155688888527531,1155688959505291
2:1155688959596672,1155688960121463;1155689067277010,1155689068818260;1155689068972234,1155689139914109
3:1155689140015283,1155689140539710;1155689247866721,1155689249407710;1155689249565641,1155689320542099
4:1155689320636588,1155689321168046;1155689428262634,1155689429803988;1155689429963846,1155689500938793
5:1155689501051208,1155689501575426;1155689608432364,1155689609974134;1155689610141651,1155689681080296
6:1155689681183848,1155689681707806;1155689788995331,1155689790536581;1155689790691497,1155689861668163
7:1155689861762970,1155689862287188;1155689967433335,1155689968976355;1155689969127956,1155690040101393
