0:763625375576686,763625376103508;763625569691891,763625571225797;763625592869051,763625595088217
1:763625376106237,763625376630820;763625572764966,763625574301268;763625595091167,763625597309031
2:763625376632917,763625377157031;763625575863278,763625577406611;763625597312121,763625599530402
3:763625377158968,763625377683707;763625578945250,763625580481968;763625599533032,763625601751000
4:763625377685926,763625378210092;763625582020484,763625583556994;763625601754141,763625603971901
5:763625378212052,763625378736114;763625585108383,763625586643487;763625603975104,763625606193124
6:763625378737919,763625379262450;763625588180539,763625589715955;763625606196346,763625608414679
7:763625379264512,763625379788730;763625591253658,763625592797251;763625608417174,763625610634569
0:763625615026878,763625615551148;763625620960074,763625622515490;763625644127789,763625646346070
1:763625615552580,763625616074923;763625624054325,763625625587710;763625646349750,763625648566364
2:763625616076143,763625616598434;763625627129060,763625628666091;763625648570130,763625650788463
3:763625616599417,763625617122125;763625630206463,763625631741306;763625650791036,763625653013015
4:763625617123306,763625617646014;763625633286970,763625634823532;763625653016006,763625655234183
5:763625617646863,763625618169831;763625636365006,763625637898339;763625655236886,763625657454333
6:763625618170892,763625618693652;763625639435353,763625640981082;763625657457804,763625659676554
7:763625618694642,763625619217610;763625642520678,763625644055782;763625659679008,763625661897237
0:763625666285367,763625666809012;763625672213796,763625673749316;763625695408046,763625697626587
1:763625666810528,763625667333757;763625675289675,763625676825872;763625697629593,763625699851259
2:763625667334914,763625667857882;763625678374547,763625679909390;763625699854617,763625702072273
3:763625667858809,763625668381413;763625681448171,763625682982337;763625702075548,763625704293308
4:763625668382374,763625668904561;763625684538613,763625686073456;763625704296541,763625706514666
5:763625668905519,763625669427966;763625687638553,763625689173240;763625706517182,763625708739369
6:763625669429098,763625669951910;763625690728504,763625692262514;763625708742381,763625710961026
7:763625669953133,763625670475789;763625693800469,763625695335260;763625710963892,763625713181079
