0:1166290808235522,1166290808760209;1166290997078820,1166290998614861;1166290998692212,1166291000911326
1:1166291001002674,1166291001526892;1166291003083961,1166291004618336;1166291004685989,1166291006904478
2:1166291007054487,1166291007578809;1166291009146881,1166291010682141;1166291010744771,1166291012964041
3:1166291013066460,1166291013590782;1166291015158150,1166291016692108;1166291016759291,1166291018977832
4:1166291019130169,1166291019654491;1166291021221773,1166291022755991;1166291022824418,1166291025043532
5:1166291025132379,1166291025656545;1166291027226669,1166291028761460;1166291028831008,1166291031050070
6:1166291031199719,1166291031724094;1166291033292017,1166291034828475;1166291034888222,1166291037107336
7:1166291037195776,1166291037719786;1166291039288726,1166291040824246;1166291040893328,1166291043111765
0:1166291043229104,1166291043752697;1166291045322535,1166291046857691;1166291046930610,1166291049149620
1:1166291049187465,1166291049712204;1166291051279668,1166291052814668;1166291052882691,1166291055101597
2:1166291055189947,1166291055713905;1166291057283448,1166291058817770;1166291058880682,1166291061099848
3:1166291061139211,1166291061663481;1166291063231777,1166291064767402;1166291064834551,1166291067053978
4:1166291067137849,1166291067662067;1166291069232332,1166291070768217;1166291070837190,1166291073055783
5:1166291073094828,1166291073619307;1166291075187331,1166291076721133;1166291076788948,1166291079007489
6:1166291079092882,1166291079616840;1166291081186446,1166291082720664;1166291082781269,1166291084998873
7:1166291085086740,1166291085610594;1166291087179021,1166291088712354;1166291088783962,1166291091002972
0:1166291091087552,1166291091611249;1166291093179910,1166291094715066;1166291094788303,1166291097007365
1:1166291097123398,1166291097647564;1166291099216287,1166291100752432;1166291100821010,1166291103040541
2:1166291103146157,1166291103669959;1166291105237929,1166291106771731;1166291106834444,1166291109052464
3:1166291109157241,1166291109681355;1166291111249488,1166291112783550;1166291112850344,1166291115069666
4:1166291115172649,1166291115696763;1166291117264925,1166291118799456;1166291118868391,1166291121087297
5:1166291121194606,1166291121718616;1166291123286550,1166291124820664;1166291124888825,1166291127107522
6:1166291127212422,1166291127743776;1166291129311107,1166291130845534;1166291130905513,1166291133124731
7:1166291133237414,1166291133761893;1166291135328670,1166291136865440;1166291136946374,1166291139169082
