0:1155678596496223,1155678597541014;1155679031181797,1155679034234088;1155679034413253,1155679176297523
1:1155679176400526,1155679177444171;1155679381431896,1155679384485802;1155679384671217,1155679526557258
2:1155679526657277,1155679527701027;1155679731579384,1155679734634488;1155679734805884,1155679876768800
3:1155679876857545,1155679877900930;1155680080583601,1155680083638965;1155680083817372,1155680225700861
0:1155680267814996,1155680268858746;1155680472547191,1155680475600263;1155680475775844,1155680617715948
1:1155680617811155,1155680618854488;1155680822762517,1155680825815850;1155680825997960,1155680967940303
2:1155680968036918,1155680969081136;1155681173124439,1155681176176939;1155681176348493,1155681318300784
3:1155681318393631,1155681319437172;1155681522126147,1155681525180001;1155681525359900,1155681667240212
0:1155681710203062,1155681711246707;1155681914970034,1155681918023002;1155681918197111,1155682060097475
1:1155682060196211,1155682061239804;1155682265142789,1155682268196955;1155682268379065,1155682410310679
2:1155682410411694,1155682411455964;1155682615497014,1155682618552222;1155682618727275,1155682760673525
3:1155682760765329,1155682761809131;1155682964493524,1155682967547326;1155682967726523,1155683109606002
