0:1252112830284929,1252112830810606;1252113022585332,1252113024121061;1252113024200658,1252113026419772
1:1252113026422432,1252113026944932;1252113028515146,1252113030049937;1252113030114205,1252113032333215
2:1252113032335204,1252113032857235;1252113034425859,1252113035971431;1252113036036556,1252113038254316
3:1252113038257818,1252113038780578;1252113040347953,1252113041882171;1252113041953922,1252113044171474
4:1252113044174978,1252113044697321;1252113046265495,1252113047800442;1252113047864174,1252113050082715
5:1252113050085185,1252113050607320;1252113052174677,1252113053708322;1252113053780901,1252113055999338
6:1252113056001916,1252113056524520;1252113058093846,1252113059627700;1252113059699220,1252113061916772
7:1252113061920209,1252113062442865;1252113064010632,1252113065548340;1252113065618622,1252113067837111
0:1252113072501402,1252113073025308;1252113074601767,1252113076153589;1252113076233711,1252113078456471
1:1252113078459100,1252113078981912;1252113080551581,1252113082087466;1252113082196373,1252113084415070
2:1252113084361094,1252113084883229;1252113086453375,1252113087989729;1252113088055832,1252113090274321
3:1252113090277103,1252113090799915;1252113092367052,1252113093902729;1252113093974196,1252113096193050
4:1252113096195537,1252113096718245;1252113098287211,1252113099821742;1252113099885661,1252113102104411
5:1252113102106905,1252113102628884;1252113104196867,1252113105730460;1252113105802905,1252113108024884
6:1252113108027953,1252113108550140;1252113110119433,1252113111654068;1252113111725557,1252113113943994
7:1252113113946664,1252113114469111;1252113116037113,1252113117573519;1252113117643754,1252113119862347
0:1252113124592889,1252113125118149;1252113126695485,1252113128232776;1252113128312771,1252113130535479
1:1252113130538458,1252113131060385;1252113132629806,1252113134164858;1252113134229002,1252113136446814
2:1252113136449910,1252113136972566;1252113138542116,1252113140077376;1252113140142410,1252113142360430
3:1252113142363686,1252113142886290;1252113144455415,1252113145990571;1252113146063224,1252113148281609
4:1252113148284396,1252113148815281;1252113150372777,1252113151907516;1252113151970214,1252113154188443
5:1252113154191184,1252113154722121;1252113156288898,1252113157822856;1252113157894920,1252113160113513
6:1252113160116140,1252113160638379;1252113162207345,1252113163742917;1252113163814484,1252113166037244
7:1252113166039818,1252113166562370;1252113168132774,1252113169668867;1252113169738738,1252113171956394
